template,quantidade,designer,data,hora
CONVERSA COM BIAL TARJA CONVIDADO,4,grodriguez,25/09/2024,20:37
ESPORTE ESPETACULAR CARTAO SERVICO,4,grodriguez,25/09/2024,21:15
BRASILEIRAO CONFRONTO,1,mnathan,26/09/2024,10:59
CIRCUITO SERTANEJO RODAPE ATRACAO,3,mnathan,26/09/2024,11:00
ENCONTRO FOTO CONVIDADO,4,jbillard,26/09/2024,11:25
INTEGRADA PATROCINADORES FUTEBOL 2024,1,ycorrea,26/09/2024,17:09
FANTASTICO LETTERING INFO,5,jbillard,27/09/2024,15:21
FANTASTICO LETTERING INFO,1,jbillard,27/09/2024,15:22
FANTASTICO LETTERING INFO,5,jbillard,27/09/2024,15:27
CIRCUITO SERTANEJO RODAPE ATRACAO,3,grodriguez,27/09/2024,07:13
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,27/09/2024,07:47
ALTAS HORAS RODAPE CONVIDADO,2,grodriguez,27/09/2024,20:29
CIRCUITO SERTANEJO RODAPE ATRACAO,1,grodriguez,27/09/2024,21:52
VERTICAL LETTERING ATRACAO,3,hbjunior,27/09/2024,22:10
VERTICAL LETTERING ATRACAO,6,grodriguez,27/09/2024,22:14
CIRCUITO SERTANEJO RODAPE ATRACAO,3,grodriguez,28/09/2024,00:03
VERTICAL LETTERING ATRACAO,3,grodriguez,28/09/2024,10:15
CIRCUITO SERTANEJO RODAPE ATRACAO,8,grodriguez,28/09/2024,18:22
CIRCUITO SERTANEJO RODAPE ATRACAO,2,grodriguez,28/09/2024,18:25
CIRCUITO SERTANEJO RODAPE ATRACAO,2,grodriguez,28/09/2024,20:52
CIRCUITO SERTANEJO RODAPE ATRACAO,1,grodriguez,28/09/2024,20:53
INTEGRADA PATROCINADORES FUTEBOL 2024,1,jbillard,30/09/2024,13:17
VERTICAL LETTERING ATRACAO,6,mnathan,30/09/2024,14:46
VERTICAL LETTERING ATRACAO,6,mnathan,30/09/2024,14:49
CONVERSA COM BIAL TARJA CONVIDADO,4,mnathan,30/09/2024,16:22
CONVERSA COM BIAL CARTAO CONVIDADO,2,mnathan,30/09/2024,16:25
GLOBO REPORTER LETTERING INFO,1,grodriguez,30/09/2024,20:46
ELEICOES LETT 1 LINHA - CRT,2,grodriguez,30/09/2024,21:08
ELEICOES LETT 1 LINHA - TARJA,2,grodriguez,30/09/2024,21:10
CONVERSA COM BIAL TARJA CONVIDADO,6,grodriguez,30/09/2024,23:12
CONVERSA COM BIAL CARTAO CONVIDADO,3,grodriguez,30/09/2024,23:14
ELEICOES LETT 1 LINHA - TARJA,3,grodriguez,30/09/2024,23:17
ELEICOES LETT 1 LINHA - CRT,2,grodriguez,30/09/2024,23:34
ELEICOES LETT 1 LINHA - CRT,2,grodriguez,01/10/2024,00:14
ELEICOES LETT 1 LINHA - TARJA,1,grodriguez,01/10/2024,00:15
ELEICOES LETT 1 LINHA - TARJA,1,grodriguez,01/10/2024,00:16
ESTRELA DA CASA RDP GENERICO 2D,1,mnathan,01/10/2024,08:08
ESTRELA DA CASA RDP GENERICO MODELO 2,1,mnathan,01/10/2024,08:34
INTEGRADA PATROCINADORES FUTEBOL 2024,1,ycorrea,01/10/2024,17:49
CIRCUITO SERTANEJO RODAPE ATRACAO,3,ycorrea,01/10/2024,19:45
BRASILEIRAO CONFRONTO,1,ycorrea,01/10/2024,20:10
BRASILEIRAO CONFRONTO,1,grodriguez,01/10/2024,21:05
CONVERSA COM BIAL CARTAO CONVIDADO,2,grodriguez,01/10/2024,21:23
CONVERSA COM BIAL TARJA CONVIDADO,4,grodriguez,01/10/2024,21:25
ALTAS HORAS CHROMA VOLTA JA,4,hbjunior,01/10/2024,21:42
VERTICAL LETTERING ATRACAO,3,gulyra,01/10/2024,22:05
VERTICAL LETTERING ATRACAO,6,grodriguez,01/10/2024,22:12
ALTAS HORAS CHROMA VOLTA JA,4,mnathan,02/10/2024,08:51
CALDEIRAO CARTAO SERVICO,1,gulyra,02/10/2024,18:49
VERTICAL LETTERING ATRACAO,3,hbjunior,02/10/2024,21:31
BRASILEIRAO CONFRONTO,1,jbarao,02/10/2024,21:34
VERTICAL LETTERING ATRACAO,15,gulyra,02/10/2024,21:35
CONVERSA COM BIAL TARJA CONVIDADO,4,jbarao,02/10/2024,21:39
ESPORTE ESPETACULAR RODAPE SERVICO,2,grodriguez,02/10/2024,22:49
ESPORTE ESPETACULAR CARTAO SERVICO,2,grodriguez,02/10/2024,22:51
VERTICAL LETTERING ATRACAO,3,jbillard,03/10/2024,08:39
VERTICAL LETTERING DIA HORA,9,mnathan,03/10/2024,10:06
VERTICAL LETTERING ATRACAO,3,mnathan,03/10/2024,11:15
VERTICAL LETTERING ATRACAO,3,grodriguez,03/10/2024,20:53
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,03/10/2024,21:30
VERTICAL LETTERING ATRACAO,3,gulyra,03/10/2024,22:39
GLOBO REPORTER LETTERING INFO,1,grodriguez,04/10/2024,00:35
CALDEIRAO CARTAO SERVICO,1,mnathan,04/10/2024,11:56
VOLTA POR CIMA RODAPE PROLOGO,2,jbillard,04/10/2024,12:02
ENCONTRO FOTO CONVIDADO,1,jbillard,04/10/2024,12:08
VOLTA POR CIMA RODAPE SERVICO,1,jbillard,04/10/2024,14:49
VERTICAL FILME SESSAO DA TARDE,2,jbarao,04/10/2024,21:07
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,04/10/2024,21:14
VERTICAL LETTERING ATRACAO,3,grodriguez,07/10/2024,09:05
INTEGRADA PATROCINADORES FUTEBOL 2024,1,mnathan,08/10/2024,13:25
ELEICOES LETT 1 LINHA - CRT,1,jbarao,08/10/2024,17:43
SERVICO 1 LINHA,2,jbarao,08/10/2024,17:49
SERVICO 2 LINHAS - CRT,1,jbarao,08/10/2024,17:50
SERVIÇO 1 LINHA - TARJA,2,jbarao,08/10/2024,18:05
LETT 2 LINHAS - TARJA,1,jbarao,08/10/2024,18:07
SERVIÇO 2 LINHAS TARJA,1,jbarao,08/10/2024,18:11
LETT 2 LINHAS - TARJA,1,jbarao,08/10/2024,18:42
LETT 1 LINHA - TARJA,1,jbarao,08/10/2024,18:44
VERTICAL LETTERING ATRACAO,3,jbarao,08/10/2024,19:37
VERTICAL LETTERING DIA HORA,54,jbarao,08/10/2024,19:45
FANTASTICO LETTERING INFO,2,grodriguez,08/10/2024,21:54
FANTASTICO RODAPE INFO,1,grodriguez,08/10/2024,21:55
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,08/10/2024,22:44
FANTASTICO LETTERING INFO,1,mnathan,09/10/2024,10:08
VOLTA POR CIMA RODAPE SERVICO,1,jbillard,09/10/2024,13:39
FANTASTICO RODAPE INFO,1,mnathan,09/10/2024,16:05
CONVERSA COM BIAL TARJA CONVIDADO,4,jbarao,09/10/2024,20:56
ALTAS HORAS RODAPE CONVIDADO,14,jbarao,09/10/2024,21:29
ALTAS HORAS RODAPE CONVIDADO,14,gulyra,09/10/2024,22:31
VERTICAL LETTERING ATRACAO,3,gulyra,09/10/2024,22:48
VERTICAL LETTERING ATRACAO,3,gulyra,09/10/2024,22:49
VERTICAL LETTERING ATRACAO,9,gulyra,09/10/2024,22:51
VERTICAL LETTERING ATRACAO,3,jbillard,10/10/2024,08:10
ENCONTRO FOTO CONVIDADO,3,jbarao,10/10/2024,20:56
VERTICAL LETTERING ATRACAO,12,gulyra,10/10/2024,22:23
VERTICAL LETTERING ATRACAO,21,gulyra,10/10/2024,22:28
VERTICAL LETTERING DIA HORA,18,gulyra,10/10/2024,22:33
VERTICAL LETTERING ATRACAO,30,gulyra,10/10/2024,22:54
VERTICAL LETTERING ATRACAO,3,gulyra,10/10/2024,22:56
ALTAS HORAS RODAPE CONVIDADO,2,jbarao,10/10/2024,23:34
VERTICAL LETTERING ATRACAO,6,gulyra,10/10/2024,23:40
VERTICAL LETTERING ATRACAO,3,gulyra,10/10/2024,23:40
BRASILEIRAO CONFRONTO,1,grodriguez,10/10/2024,23:44
ALTAS HORAS RODAPE CONVIDADO,12,jbarao,10/10/2024,23:45
VERTICAL LETTERING ATRACAO,3,gulyra,11/10/2024,00:03
VERTICAL LETTERING ATRACAO,9,grodriguez,11/10/2024,00:07
VERTICAL LETTERING ATRACAO,3,crvianna,11/10/2024,00:18
VERTICAL LETTERING ATRACAO,3,crvianna,11/10/2024,00:34
ELEICOES DIA - CANDIDATO - PARTIDO,6,jbarao,11/10/2024,19:06
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,11/10/2024,21:14
CONVERSA COM BIAL CARTAO CONVIDADO,2,gulyra,11/10/2024,22:06
CONVERSA COM BIAL TARJA CONVIDADO,4,gulyra,11/10/2024,22:10
ALTAS HORAS CARTAO INFO,1,jbarao,11/10/2024,22:37
ALTAS HORAS RODAPE CONVIDADO,12,jbarao,11/10/2024,22:41
VERTICAL LETTERING ATRACAO,9,gulyra,11/10/2024,22:43
ALTAS HORAS CHROMA VOLTA JA,4,grodriguez,14/10/2024,18:38
VERTICAL LETTERING ATRACAO,3,grodriguez,14/10/2024,19:33
VERTICAL LETTERING DIA HORA,3,grodriguez,14/10/2024,19:35
VERTICAL LETTERING DIA HORA,3,grodriguez,14/10/2024,19:37
VERTICAL LETTERING DIA HORA,3,grodriguez,14/10/2024,19:39
VERTICAL LETTERING DIA HORA,3,grodriguez,14/10/2024,19:56
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,14/10/2024,20:50
CONVERSA COM BIAL TARJA CONVIDADO,6,jbarao,14/10/2024,22:02
CONVERSA COM BIAL TARJA CONVIDADO,6,grodriguez,14/10/2024,22:42
VERTICAL LETTERING ATRACAO,3,jbarao,14/10/2024,22:43
CONVERSA COM BIAL CARTAO CONVIDADO,3,grodriguez,14/10/2024,22:45
VOLTA POR CIMA CARTAO SERVICO,1,manhaes,15/10/2024,14:43
VERTICAL LETTERING ATRACAO,3,manhaes,15/10/2024,14:46
VERTICAL LETTERING ATRACAO,9,manhaes,15/10/2024,14:51
ESPORTE ESPETACULAR RODAPE SERVICO,3,grodriguez,15/10/2024,19:32
ESPORTE ESPETACULAR CARTAO SERVICO,3,grodriguez,15/10/2024,19:35
ESPORTE ESPETACULAR CARTAO SERVICO,1,grodriguez,15/10/2024,19:38
ESPORTE ESPETACULAR RODAPE SERVICO,1,grodriguez,15/10/2024,19:40
CONVERSA COM BIAL TARJA CONVIDADO,6,grodriguez,15/10/2024,20:08
CONVERSA COM BIAL CARTAO CONVIDADO,3,grodriguez,15/10/2024,20:14
CONVERSA COM BIAL CARTAO CONVIDADO,2,mnathan,16/10/2024,08:01
INTEGRADA PATROCINADORES FUTEBOL 2024,1,mnathan,16/10/2024,11:37
INTEGRADA PATROCINADORES FUTEBOL 2024,1,mnathan,16/10/2024,11:41
CONVERSA COM BIAL TARJA CONVIDADO,4,jbillard,16/10/2024,14:14
VERTICAL FILME SESSAO DA TARDE,1,mnathan,16/10/2024,15:01
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,16/10/2024,21:32
BRASILEIRAO CONFRONTO,1,mnathan,17/10/2024,13:13
BRASILEIRAO CONFRONTO,1,mnathan,17/10/2024,13:31
BRASILEIRAO CONFRONTO,1,mnathan,17/10/2024,13:37
VOLTA POR CIMA CARTAO SERVICO,1,manhaes,17/10/2024,15:59
CONVERSA COM BIAL TARJA CONVIDADO,2,crvianna,17/10/2024,22:23
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,18/10/2024,10:09
CONVERSA COM BIAL TARJA CONVIDADO,6,mnathan,18/10/2024,10:56
CONVERSA COM BIAL CARTAO CONVIDADO,1,mnathan,18/10/2024,11:01
CONVERSA COM BIAL CARTAO CONVIDADO,3,manhaes,18/10/2024,11:04
ALTAS HORAS CHROMA VOLTA JA,4,mnathan,18/10/2024,11:09
CONVERSA COM BIAL CARTAO CONVIDADO,3,manhaes,18/10/2024,11:23
CONVERSA COM BIAL CARTAO CONVIDADO,1,manhaes,18/10/2024,13:06
VERTICAL LETTERING ATRACAO,3,crvianna,18/10/2024,17:55
VERTICAL LETTERING ATRACAO,3,crvianna,18/10/2024,18:03
ALTAS HORAS RODAPE CONVIDADO,2,jbarao,18/10/2024,19:06
ALTAS HORAS RODAPE CONVIDADO,2,jbarao,18/10/2024,19:34
VERTICAL LETTERING ATRACAO,6,grodriguez,18/10/2024,22:24
ALTAS HORAS RODAPE CONVIDADO,16,mnathan,19/10/2024,10:45
ALTAS HORAS RODAPE CONVIDADO,2,mnathan,19/10/2024,12:36
INTEGRADA PATROCINADORES FUTEBOL 2024,1,mnathan,21/10/2024,11:28
INTEGRADA PATROCINADORES FUTEBOL 2024,1,mnathan,21/10/2024,11:30
É DE CASA CARTAO INFO,3,jbillard,21/10/2024,15:14
É DE CASA CARTAO INFO,1,jbillard,21/10/2024,15:17
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,21/10/2024,19:06
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,21/10/2024,20:12
CONVERSA COM BIAL CARTAO CONVIDADO,1,grodriguez,21/10/2024,20:15
CONVERSA COM BIAL TARJA CONVIDADO,2,grodriguez,21/10/2024,20:17
VERTICAL LETTERING ATRACAO,3,grodriguez,21/10/2024,22:12
CONVERSA COM BIAL TARJA CONVIDADO,6,manhaes,22/10/2024,10:50
CONVERSA COM BIAL CARTAO CONVIDADO,3,manhaes,22/10/2024,10:55
CALDEIRAO CARTAO SERVICO,1,manhaes,22/10/2024,11:07
INTEGRADA PATROCINADORES FUTEBOL 2024,1,mnathan,22/10/2024,12:48
VOLTA POR CIMA CARTAO SERVICO,1,manhaes,22/10/2024,14:00
COPA DO BRASIL CONFRONTO,1,mnathan,22/10/2024,15:57
BRASILEIRAO CONFRONTO,1,tiamar,22/10/2024,20:45
ALTAS HORAS CHROMA VOLTA JA,4,grodriguez,22/10/2024,21:46
ALTAS HORAS CHROMA VOLTA JA,4,grodriguez,22/10/2024,21:48
ALTAS HORAS CHROMA VOLTA JA,5,grodriguez,22/10/2024,21:52
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,22/10/2024,22:01
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,23/10/2024,19:21
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,23/10/2024,19:26
BRASILEIRAO CONFRONTO,1,jbarao,23/10/2024,19:32
VERTICAL LETTERING ATRACAO,3,jbarao,23/10/2024,19:37
CONVERSA COM BIAL TARJA CONVIDADO,2,tiamar,23/10/2024,22:43
ELEICOES LETT 2 LINHAS - TARJA,1,tiamar,23/10/2024,23:00
ELEICOES LETT 2 LINHAS - TARJA,1,tiamar,23/10/2024,23:01
ELEICOES LETT 2 LINHAS - CRT,1,tiamar,23/10/2024,23:03
ELEICOES LETT 2 LINHAS - CRT,1,tiamar,23/10/2024,23:05
FANTASTICO RODAPE INFO,1,jbillard,24/10/2024,07:42
ALTAS HORAS RODAPE CONVIDADO,2,jbillard,24/10/2024,08:14
ALTAS HORAS RODAPE CONVIDADO,2,mnathan,24/10/2024,15:14
VERTICAL LETTERING ATRACAO,6,grodriguez,24/10/2024,21:55
VERTICAL LETTERING DIA HORA,6,grodriguez,24/10/2024,22:00
GLOBO REPORTER LETTERING INFO,1,grodriguez,24/10/2024,22:15
VERTICAL LETTERING ATRACAO,3,crvianna,24/10/2024,22:49
VERTICAL LETTERING DIA HORA,3,crvianna,24/10/2024,22:52
VERTICAL LETTERING ATRACAO,3,crvianna,24/10/2024,23:28
ALTAS HORAS CHROMA VOLTA JA,4,mnathan,25/10/2024,15:01
CONVERSA COM BIAL TARJA CONVIDADO,2,jbillard,25/10/2024,15:59
ENCONTRO FOTO CONVIDADO,1,grodriguez,25/10/2024,18:52
COPA DO BRASIL CONFRONTO,1,grodriguez,25/10/2024,23:44
COPA DO BRASIL CONFRONTO,1,grodriguez,25/10/2024,23:56
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,28/10/2024,16:21
CONVERSA COM BIAL CARTAO CONVIDADO,2,grodriguez,28/10/2024,20:42
CONVERSA COM BIAL TARJA CONVIDADO,4,grodriguez,28/10/2024,20:46
VERTICAL LETTERING ATRACAO,3,grodriguez,28/10/2024,20:50
VERTICAL LETTERING ATRACAO,3,grodriguez,28/10/2024,20:52
CONVERSA COM BIAL CARTAO CONVIDADO,1,grodriguez,28/10/2024,20:58
CONVERSA COM BIAL TARJA CONVIDADO,2,grodriguez,28/10/2024,20:58
INTEGRADA PATROCINADORES FUTEBOL 2024,1,mnathan,29/10/2024,14:10
ENCONTRO FOTO CONVIDADO,2,mnathan,29/10/2024,16:22
CONVERSA COM BIAL CARTAO CONVIDADO,2,grodriguez,29/10/2024,2:28
CONVERSA COM BIAL TARJA CONVIDADO,4,grodriguez,29/10/2024,22:32
ALTAS HORAS RODAPE CONVIDADO,12,jbillard,30/10/2024,09:52
ENCONTRO FOTO CONVIDADO,1,jbillard,30/10/2024,12:47
ESPORTE ESPETACULAR CARTAO SERVICO,1,grodriguez,30/10/2024,21:42
ESPORTE ESPETACULAR RODAPE SERVICO,1,grodriguez,30/10/2024,21:43
CONVERSA COM BIAL TARJA CONVIDADO,2,grodriguez,30/10/2024,21:47
CONVERSA COM BIAL CARTAO CONVIDADO,1,grodriguez,30/10/2024,21:48
VERTICAL LETTERING ATRACAO,6,crvianna,30/10/2024,21:53
VERTICAL LETTERING ATRACAO,9,crvianna,30/10/2024,22:33
VERTICAL LETTERING ATRACAO,6,crvianna,30/10/2024,22:36
VERTICAL LETTERING ATRACAO,3,crvianna,30/10/2024,22:37
VERTICAL LETTERING DIA HORA,36,crvianna,30/10/2024,22:53
ENCONTRO FOTO CONVIDADO,2,jbillard,31/10/2024,11:38
DOMINGÃO CARTAO SERVICO,3,jbillard,31/10/2024,15:59
VERTICAL FILME SESSAO DA TARDE,1,crvianna,31/10/2024,20:32
CONVERSA COM BIAL TARJA CONVIDADO,2,crvianna,31/10/2024,20:34
BRASILEIRAO CONFRONTO,1,grodriguez,31/10/2024,20:37
BRASILEIRAO CONFRONTO,1,tiamar,31/10/2024,21:46
VERTICAL LETTERING DIA HORA,3,mnathan,01/11/2024,08:48
BRASILEIRAO CONFRONTO,1,mnathan,01/11/2024,11:19
ALTAS HORAS CHROMA VOLTA JA,4,jbillard,01/11/2024,13:33
CONVERSA COM BIAL CARTAO CONVIDADO,2,ycorrea,01/11/2024,20:37
ALTAS HORAS RODAPE CONVIDADO,16,ycorrea,01/11/2024,20:51
ALTAS HORAS CARTAO INFO,1,ycorrea,01/11/2024,21:00
VOLTA POR CIMA RODAPE SERVICO,1,mnathan,02/11/2024,16:29
CONVERSA COM BIAL TARJA CONVIDADO,4,mnathan,04/11/2024,09:41
VERTICAL LETTERING ATRACAO,6,mnathan,04/11/2024,15:50
VERTICAL LETTERING ATRACAO,3,crvianna,04/11/2024,20:44
CONVERSA COM BIAL TARJA CONVIDADO,2,crvianna,04/11/2024,20:52
ENCONTRO FOTO CONVIDADO,1,jbillard,05/11/2024,12:07
